Chapter Number,ChapterName,SubChapterName,TestNumber,QuestionNumber,"Metal with electronic configuration 2,8, 14, 2 can form two different hydrox- ides A and B. Both the hydroxides on reaction with sulphuric acid give two",Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
6,Sound,8.  Noise pollution,Hots Worksheet,15,"An electric drum is enclosed inside a specially designed closed glass chamber, as shown in the given figure.  On switching the current, the hammer repeatedly stikes the mebrane of the drum.  Hence, the membrane vibrates and produces sound that can be heard at a distance.  Now, the chamber is evacuated by closing the switch of the vacuum pump..
As the chamber is evacuated, the ",frequency of hammering decreases,membrane stops vibrating,hammer stops striking,sound cannot be heard,x,,,
6,Sound,8.  Noise pollution,Hots Worksheet,16,"Dolphons and whales communicate under water using sound.  They can see each other with their eyes and also by producing sound.
Dolphons and whales are able to communicate in water because sound",can travel in water,travels faster in water,does not scatter in water,does not lose energy in water,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,17,"Microphone is an eletrical device that is used to amplify a human voice to be heard at a distance.  It consists of a thin membrane called diaphragm that __i___ in response to __ii___.
The information in which alternative completes the given statements?",,,,,x,,,
6,Sound,8.  Noise pollution,Hots Worksheet,18,"Astronauts in deep space use radio devices to communicate with each other.  The radio device conversts the sound produced by the first astronaut into radio singlas that reach to the radio device of the second astronaut.  There, this radio signal converts back into sound so that the second astronaut can bear the voice of the first.
In outer space, astronauts use radio devices instead of direct sound to communicate because",sound cannot travel in vacuum,It is very difficult to speak in vacuum,radio devices are very cheap and easily available,vocal cords do not vibrate to produce sound in outer space,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,19,Underwater detection of objects is possible in navigation because,Underwater objects can also produce sound,the speed of sound is the highest in water,the energy of sound increases in water,sound can travel through water,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,20,Astronauts use walkie-talkie to communicate to each other in deep space.  Walkie-talkie radiates radio waves to connect with the respective pair.  Astronauts use walkie-talkie to communicate in deep space because,sound cannot travel in vacuum,range of the walkie-talkie is very large,walkie-talkie amplifies the sound produced by astronauts,radio waves cannot be transmitted without walkie-talkie,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,21,"When a stretched thread is plucked, it starts vibrating.
The given information is used to make a",flute,veena,manjira,jaltarang,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,22,The presence of excessive andunwanted noise in the surroundings may cause,vision defects,mental problems,hearing impariment,breathing difficulty,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,23,Which of the following preventive measures cannot be attributed to roadside noise pollution?,Plantation on the roadside,Installing silencers in vehicles,Regular servicing of engines,Smoothening of roads,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),1,Every source of sound is,Vibrating Body,Stationary Body,Moving Body,None,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),2,Sound travels fastest in,Gases ,Liquids,Solids,None,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),3,The frequency of ultrasonic vibrations is ,< 20 Hz,"20 Hz - 20,000 Hz",">20,000 Hz",None,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),4,Sound produced by irregular vibrations of a material is,Music,Noise,Loudness,None,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),5,The conditions for hearing sound are,There must be vibrating body to produce sound,There must be a material medium to propagate,There must be a receiver to receive the sound vibrations,All,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),6,Whcy the thunder is heard after the flash of lighting ?,Light travels very fast compared to sound,Sound travels very fast compared to light,Light and sound travel with same velocity,None,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),7,The frequency of electric tuning fork is 8000 Hz.  Will this sound be audible?,The sound will be audible,The sound will not be audible,May or may not be audible,None,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),8,We differentiate between voices of two different persons without seeing them by _____ of sound produced?,Pitch,Loudness,Quality,All,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),9,"When a drum is hit softly, a soft sound is produced.  Because, the vibration of _____",Amplitude is large,Amplitude is less,Frequency is less,Frequency is more,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Single Correct Answer Type),10,"Mosquitos produce high pitch sound, because _____",Their frequency of vibration is high,Their frequency of vibration is low,Amplitude is low,Amplitude is high,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Multiple Correct Answer Type),11,Which of the following produces sound?,Beating of drums,Heating an iron rod,vibrating strings ,Movement of charges,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Multiple Correct Answer Type),12,"Through which of the following media, sound can propogate",Air,Water,Iron rod and the coil carry opposite charges,Vacuum,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Multiple Correct Answer Type),13,Which of the following are the parts of a human ear ?,Retina,Cochlea,Cornea,Pinna,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Multiple Correct Answer Type),14,Which of the following statements are correct?,The unit of frequency of Hertz,The unit of time period is second,The unit of wave velocity is metere per second,Loudness of sound is expressed in decibels.,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Multiple Correct Answer Type),15,Which of the following sounds cause noise pollution?,The sound coming from factories,The sound created by heavy vehicles,Cry of a child,Cutting of vegetables,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Integer Type),21,The time period of oscillation is 1 second.  Its frequency = _________ Hz.,,,,,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Integer Type),22,The time period of osscillation of a body is 0.25 sec.  Its time period is _____ seconds,,,,,,,,
6,Sound,8.  Noise pollution,IIT JEE Worksheet (Integer Type),23,The time period of seconds pendulum is _________ seconds,,,,,,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,1,"A laboratory thermometer generally reads temperature from __i___ while a clinical thermometer read temperature from __ii___.
The information in which alternative completes the given statements?",,,,,x,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,2,"A metallic ball at 40<sup>0</sup>C is dropped in a vessel containing water at 20<sup>0</sup>C.
Which of the following statements corresponding to the above statement is correct?",There will be an increase in temperature of both the ball and water,There will be a decrease in temperature of both the ball and water,Heat will flow from the ball to the water.,Heat will flow from the water to the ball.,,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,3,"A solid substance having a temperature of 90<sup>0</sup>C is kept in a beaker.  Some water having temperature of 60<sup>0</sup>C is then poured into the beaker.  After sometime, the temperature of the water will be",60<sup>0</sup>C,90<sup>0</sup>C,Below 60<sup>0</sup>C,Between 60<sup>0</sup>C and 90<sup>0</sup>C,,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,4,Which of the following graphs represents rate of cooling of hot water?,,,,,x,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,5,"The given table lists some materials as conductors or insulators.
Which material is listed incorrectly in the table?",Iron,Plastic,Copper,Aluminium,x,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,6,The alternative in the given table can be correctly matched as,"i -> d, ii -> a, iii -> c, iv -> b","i -> a, ii -> d, iii -> b, iv -> c","i -> d, ii -> a, iii -> b, iv -> c","i -> a, ii -> d, iii -> c, iv -> b",x,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,7,The bnody temperature of an animal is 80<sup>0</sup>F. Express the same temperature in degree Celsius,,,,,,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,8,The day temperature in Delhi on a hot day was 45<sup>0</sup>C. Express this temperature in degree Fahenheit.,,,,,,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,9,"Express the following temperatures on the Fahrenheit Scale.
(a) 35<sup>0</sup>C     (b)  15<sup>0</sup>C",,,35<sup>0</sup>C,35<sup>0</sup>C,,,,
7,Heat,Chapter - 8 - Heat,Formative Worksheet,10,"Express the following temperatures on the Celsius Scale
(a) 95<sup>0</sup>F     (b)  40<sup>0</sup>F",,,,,,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,1,What is the temperature range of a clinical thermometer?,32<sup>0</sup>C to 38<sup>0</sup>C,35<sup>0</sup>C to 42<sup>0</sup>C,38<sup>0</sup>C to 45<sup>0</sup>C,40<sup>0</sup>C to 45<sup>0</sup>C,,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,2,Which of the following units cannot be used to measure temperature?,Fahrenheit,Celsius,Kelvin,Pascal,,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,3,"In the given thermometer, the bigger marks read one degree.  Also, there are ten small divisions between them.
How can one small division be read in the given thermometer?",0.1<sup>0</sup>C,0.5<sup>0</sup>C,0.05<sup>0</sup>C,0.01<sup>0</sup>C,x,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,4,What is the temperature range for a clinical thermometer on the Fahrenheit scale?,94<sup>0</sup>F - 110<sup>0</sup>F,90<sup>0</sup>F - 108<sup>0</sup>F,94<sup>0</sup>F - 108<sup>0</sup>F,93<sup>0</sup>F - 109<sup>0</sup>F,,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,5,Which of the following temperature represents the average human body temperature?,25<sup>0</sup>C,30<sup>0</sup>C,378<sup>0</sup>C,48<sup>0</sup>C,,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,6,"A __i___ temperature has a temperature range of __ii___ .
The information in which alternative completes the given statement?",,,,,x,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,7,"Before a clinical thermometer is used, it should be ensured that the mercury level is",at 42<sup>0</sup>C,at 37<sup>0</sup>C,Below 35<sup>0</sup>C,Between 35<sup>0</sup>C and 42<sup>0</sup>C,,,,
7,Heat,Chapter - 8 - Heat,Conceptive Worksheet,8,"For an experiment, Mahima requries water at 80<sup>0</sup>C.  Which type of thermometer can she used to measure the temperature of water?",Only clinical thermometer,Only laboratory thermometer,Both clinical and maximum - minimum thermometer,Both laboratory and maximum - minimum thermometer,,,,
7,Heat,8. Radiation of Heat,Formative Worksheet,11,"In solids, heat flows from a __i___ temperature to a __ii___ temperature by the process of __iii___.
The information in which alternative completes the given statement?",,,,,x,,,
7,Heat,8. Radiation of Heat,Formative Worksheet,12,"Four rods made up of glass, plastic, aluminium, and wood are covered with wax at one end.  The other ends of these rods are inserted in a container containing hot water.
The wax on which rod will melt first?",Glass,Plastic,Wooden,Aluminium,x,,,
7,Heat,8. Radiation of Heat,Formative Worksheet,13,"Four pins (I, II, III, and IV) are fixed to a metallic rod with the help of wax.  The rod is heated at one end..
Which of the following pins would drop first?",I,Ii,III,IV,,,,
